design_series|field|verdict|corrected_value|confidence|source|batch
AP1000|fuel_type|CONFIRMED||HIGH|NRC AP1000 DCD Tier 2 Ch.4|specs_02.psv
AP1000|moderator|CONFIRMED||HIGH|NRC AP1000 DCD Tier 2 Ch.4 (standard PWR light-water moderator)|specs_02.psv
AP1000|coolant|CONFIRMED||HIGH|NRC AP1000 DCD Tier 2 Ch.4|specs_02.psv
AP1000|number_of_coolant_loops|CONFIRMED||HIGH|Westinghouse AP1000 PWR overview (westinghousenuclear.com)|specs_02.psv
AP1000|operating_pressure_bar|UNVERIFIABLE||LOW|Searched NRC AP1000 DCD Tier 2 Ch.4 material; retrieved snippets did not state operating pressure explicitly this session|specs_02.psv
AP1000|enrichment_pct|UNVERIFIABLE||LOW|NRC AP1000 DCD Tier 2 (ML071580897, ML11171A446) retrieved snippets state initial core loading graded 2.35/3.40/4.45 wt%, not a clean 4.5-5.0 range; insufficient to confirm or overturn DB value with confidence|specs_02.psv
AP1000|core_height_m|CONFIRMED||HIGH|NRC AP1000 DCD Tier 2 Ch.4 (fuel assembly active stack length 426.72 cm = 4.2672 m)|specs_02.psv
AP1000|core_diameter_m|UNVERIFIABLE||LOW|Not found in retrieved NRC AP1000 DCD snippets this session|specs_02.psv
AP1000|number_of_fuel_assemblies|CONFIRMED||HIGH|NRC AP1000 DCD Tier 2 Ch.4 / Westinghouse AP1000 overview (157 assemblies, 17x17XL RFA)|specs_02.psv
AP1000|number_of_control_elements|UNVERIFIABLE||LOW|Not found in retrieved NRC AP1000 DCD snippets this session|specs_02.psv
AP1000|outlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved NRC AP1000 DCD snippets this session|specs_02.psv
AP1000|inlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved NRC AP1000 DCD snippets this session|specs_02.psv
AP1000|number_of_steam_generators|CONFIRMED||MED|Westinghouse AP1000 overview (2-loop design implies 2 SGs)|specs_02.psv
AP1000|fuel_assembly_type|CONFIRMED||HIGH|NRC AP1000 DCD Tier 2 Ch.4 (17x17XL Robust Fuel Assembly)|specs_02.psv
AP1000|average_burnup_mwd_per_t|CONFIRMED||HIGH|NRC WCAP-12488-P-A referenced in AP1000 DCD (max fuel rod average burnup 60,000 MWD/MTU)|specs_02.psv
AP1000|number_of_turbines|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
AP1000|turbine_speed_rpm|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
AP1000|low_pressure_sections|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
AP1000|live_steam_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
SNUPPS|thermal_power_mwth|CONFIRMED||HIGH|"nucleartourist.com ""The SNUPPS units - Callaway and Wolf Creek""; Wikipedia SNUPPS"|specs_02.psv
SNUPPS|fuel_type|CONFIRMED||MED|Wikipedia SNUPPS / standard Westinghouse 4-loop PWR fuel|specs_02.psv
SNUPPS|moderator|CONFIRMED||MED|standard PWR design, Wikipedia SNUPPS|specs_02.psv
SNUPPS|coolant|CONFIRMED||MED|standard PWR design, Wikipedia SNUPPS|specs_02.psv
SNUPPS|number_of_coolant_loops|CONFIRMED||HIGH|Wikipedia SNUPPS (4-loop Westinghouse design)|specs_02.psv
SNUPPS|operating_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
SNUPPS|enrichment_pct|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
SNUPPS|core_height_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
SNUPPS|core_diameter_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
SNUPPS|number_of_fuel_assemblies|CONFIRMED||HIGH|nucleartourist.com SNUPPS page (193 fuel assemblies, 17x17 array, 264 rods)|specs_02.psv
SNUPPS|number_of_control_elements|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
SNUPPS|outlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
SNUPPS|inlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
SNUPPS|number_of_steam_generators|CONFIRMED||MED|4-loop Westinghouse design standard (4 SGs), Wikipedia SNUPPS|specs_02.psv
SNUPPS|fuel_assembly_type|CONFIRMED||HIGH|nucleartourist.com SNUPPS page (17x17 array)|specs_02.psv
SNUPPS|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
SNUPPS|number_of_turbines|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
SNUPPS|turbine_speed_rpm|WRONG|1800|HIGH|"Wolf Creek Updated Safety Analysis Report (NRC ML2116/ML21168A101) / nucleartourist.com SNUPPS page: ""main generator at Wolf Creek is a GE 1,800 rpm, three-phase, 60-cycle synchronous unit."" DB value 3000 rpm is inconsistent with a 60 Hz US plant (3000 rpm implies a 50 Hz 2-pole turbine) and matches the exact self-attested ""corrected 2026-07 sweep (cited)"" pattern flagged as a hallucination risk in project MEMORY.md."|specs_02.psv
SNUPPS|low_pressure_sections|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
SNUPPS|live_steam_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 1-Loop|thermal_power_mwth|UNVERIFIABLE||LOW|Searched for a Westinghouse 1-loop reactor class (ResearchGate fig7_342527409 confirms the 1/2/3/4-loop Westinghouse classification exists) but no authoritative source gave a specific thermal power for the 1-loop class this session|specs_02.psv
W 1-Loop|fuel_type|CONFIRMED||MED|Standard Westinghouse PWR fuel type (UO2), ResearchGate Westinghouse loop-design figure context|specs_02.psv
W 1-Loop|moderator|CONFIRMED||MED|Standard PWR design|specs_02.psv
W 1-Loop|coolant|CONFIRMED||MED|Standard PWR design|specs_02.psv
W 1-Loop|number_of_coolant_loops|CONFIRMED||MED|"ResearchGate ""Westinghouse PWR designs: (a) 1-loop..."" figure confirms a distinct 1-loop Westinghouse design class exists"|specs_02.psv
W 1-Loop|operating_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 1-Loop|enrichment_pct|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 1-Loop|core_diameter_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 1-Loop|number_of_fuel_assemblies|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 1-Loop|number_of_control_elements|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 1-Loop|number_of_steam_generators|CONFIRMED||MED|Single-loop design implies 1 SG, consistent with Westinghouse loop-design nomenclature|specs_02.psv
W 1-Loop|fuel_assembly_type|UNVERIFIABLE||LOW|Not found in retrieved snippets this session (DB claims 14x14; not confirmed or contradicted)|specs_02.psv
W 1-Loop|number_of_turbines|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 1-Loop|turbine_speed_rpm|UNVERIFIABLE||LOW|"No authoritative source found for this field this session. FLAG: DB source annotation cites ""(50 Hz grid)"" as justification for 1500 rpm, but this design class (like all other Westinghouse loop-family rows in this batch) is a US 60 Hz design lineage — a 50 Hz justification is internally inconsistent with the rest of the family and matches the self-attested ""corrected 2026-07 sweep"" hallucination pattern flagged in project MEMORY.md. Could not confirm a corrected value from a retrieved source, so marking UNVERIFIABLE rather than WRONG, but recommend manual review."|specs_02.psv
W 1-Loop|low_pressure_sections|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 1-Loop|live_steam_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 2-Loop|thermal_power_mwth|UNVERIFIABLE||LOW|"Actual W 2-loop plants (Ginna, Kewaunee, Point Beach, Prairie Island) vary in rated thermal power (~1520-1800 MWt); no single authoritative ""class"" value of 1650 MWt found this session"|specs_02.psv
W 2-Loop|fuel_type|CONFIRMED||MED|Standard PWR UO2 fuel, xylenepower.com Westinghouse PWR overview|specs_02.psv
W 2-Loop|moderator|CONFIRMED||MED|Standard PWR design|specs_02.psv
W 2-Loop|coolant|CONFIRMED||MED|Standard PWR design|specs_02.psv
W 2-Loop|number_of_coolant_loops|CONFIRMED||HIGH|xylenepower.com Westinghouse PWR overview: two-loop units (Ginna, Kewaunee, Point Beach 1&2, Prairie Island 1&2)|specs_02.psv
W 2-Loop|operating_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 2-Loop|enrichment_pct|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 2-Loop|core_height_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 2-Loop|core_diameter_m|UNVERIFIABLE||LOW|xylenepower.com gives reactor vessel internal diameter (132 in = 3.35 m) for 2-loop plants, not core diameter specifically; not a like-for-like match to DB's 2.44 m core diameter, so not usable to confirm or contradict|specs_02.psv
W 2-Loop|number_of_fuel_assemblies|CONFIRMED||HIGH|xylenepower.com Westinghouse PWR overview: two-loop plants have 121 fuel assemblies|specs_02.psv
W 2-Loop|number_of_control_elements|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 2-Loop|outlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 2-Loop|inlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 2-Loop|number_of_steam_generators|CONFIRMED||MED|2-loop design implies 2 SGs|specs_02.psv
W 2-Loop|fuel_assembly_type|CONFIRMED||HIGH|xylenepower.com Westinghouse PWR overview: two-loop plants use 14x14 fuel assemblies|specs_02.psv
W 2-Loop|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 2-Loop|number_of_turbines|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 2-Loop|turbine_speed_rpm|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 2-Loop|low_pressure_sections|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 2-Loop|live_steam_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 3-Loop|thermal_power_mwth|UNVERIFIABLE||LOW|"Search found only generic statement that Westinghouse 3-loop plants are ""approximately 750 MWe"" output-class; no MWt figure retrieved matching 2785 this session"|specs_02.psv
W 3-Loop|fuel_type|CONFIRMED||MED|Standard PWR UO2 fuel|specs_02.psv
W 3-Loop|moderator|CONFIRMED||MED|Standard PWR design|specs_02.psv
W 3-Loop|coolant|CONFIRMED||MED|Standard PWR design|specs_02.psv
W 3-Loop|number_of_coolant_loops|CONFIRMED||HIGH|xylenepower.com Westinghouse PWR overview: 3-loop plant class described explicitly|specs_02.psv
W 3-Loop|operating_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 3-Loop|enrichment_pct|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 3-Loop|core_height_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 3-Loop|core_diameter_m|UNVERIFIABLE||LOW|xylenepower.com gives vessel internal diameter for 3-loop plants (159 in = 3.99 m), a different metric than core diameter; not usable to confirm DB's 3.37 m core diameter value|specs_02.psv
W 3-Loop|number_of_fuel_assemblies|CONFIRMED||HIGH|xylenepower.com Westinghouse PWR overview: 3-loop plants contain 157 fuel assemblies|specs_02.psv
W 3-Loop|number_of_control_elements|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 3-Loop|outlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 3-Loop|inlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 3-Loop|number_of_steam_generators|CONFIRMED||MED|3-loop design implies 3 SGs|specs_02.psv
W 3-Loop|fuel_assembly_type|UNVERIFIABLE||LOW|xylenepower.com did not specify lattice for 3-loop class this session (DB claims 17x17, plausible but not confirmed)|specs_02.psv
W 3-Loop|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 3-Loop|number_of_turbines|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 3-Loop|turbine_speed_rpm|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 3-Loop|low_pressure_sections|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 3-Loop|live_steam_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 4-Loop|thermal_power_mwth|CONFIRMED||HIGH|"xylenepower.com / general Westinghouse 4-loop PWR overview: ""Westinghouse 4-Loop PWR is a 3411 MWth NPP"""|specs_02.psv
W 4-Loop|fuel_type|CONFIRMED||MED|Standard PWR UO2 fuel|specs_02.psv
W 4-Loop|moderator|CONFIRMED||MED|Standard PWR design|specs_02.psv
W 4-Loop|coolant|CONFIRMED||MED|Standard PWR design|specs_02.psv
W 4-Loop|number_of_coolant_loops|CONFIRMED||HIGH|xylenepower.com Westinghouse PWR overview (4-loop design class)|specs_02.psv
W 4-Loop|operating_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 4-Loop|enrichment_pct|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 4-Loop|core_height_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 4-Loop|core_diameter_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 4-Loop|number_of_fuel_assemblies|CONFIRMED||HIGH|xylenepower.com / SNUPPS source: 4-loop Westinghouse core has 193 fuel assemblies (17x17)|specs_02.psv
W 4-Loop|number_of_control_elements|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 4-Loop|outlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 4-Loop|inlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 4-Loop|number_of_steam_generators|CONFIRMED||MED|4-loop design implies 4 SGs|specs_02.psv
W 4-Loop|fuel_assembly_type|CONFIRMED||HIGH|xylenepower.com Westinghouse PWR overview: 4-loop core uses 17x17 lattice|specs_02.psv
W 4-Loop|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 4-Loop|number_of_turbines|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 4-Loop|turbine_speed_rpm|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 4-Loop|low_pressure_sections|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
W 4-Loop|live_steam_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|thermal_power_mwth|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|fuel_type|CONFIRMED||MED|Standard PWR UO2 fuel|specs_02.psv
CE Pre-System 80|moderator|CONFIRMED||MED|Standard PWR design|specs_02.psv
CE Pre-System 80|coolant|CONFIRMED||MED|Standard PWR design|specs_02.psv
CE Pre-System 80|number_of_coolant_loops|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|operating_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|enrichment_pct|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|core_height_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|core_diameter_m|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|number_of_fuel_assemblies|CONFIRMED||HIGH|"Grokipedia ""System 80"" page / NRC CE Technology Cross Training material: Pre-System 80 CE cores (San Onofre 2&3, Waterford 3, ANO-2 class) have 217 fuel assemblies, distinct from the 241-assembly System 80 core"|specs_02.psv
CE Pre-System 80|number_of_control_elements|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|outlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|inlet_temperature_c|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|number_of_steam_generators|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|fuel_assembly_type|UNVERIFIABLE||LOW|Not found a source confirming 14x14 lattice for Pre-System 80 specifically this session; DB value neither confirmed nor contradicted|specs_02.psv
CE Pre-System 80|average_burnup_mwd_per_t|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|number_of_turbines|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|turbine_speed_rpm|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|low_pressure_sections|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE Pre-System 80|live_steam_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE System 80|thermal_power_mwth|CONFIRMED||HIGH|"INIS-IAEA record ""System 80: combustion engineering's standard 3800-MWt PWR""; ANS Nuclear Newswire ""Project 81"" article and Duke Power Project 81 application cite 3817 MWt/1280 MWe per unit"|specs_02.psv
CE System 80|fuel_type|CONFIRMED||HIGH|Grokipedia/System 80 Wikipedia: UO2 pellets, Zircaloy-4 clad|specs_02.psv
CE System 80|moderator|CONFIRMED||MED|Standard PWR design|specs_02.psv
CE System 80|coolant|CONFIRMED||MED|Standard PWR design|specs_02.psv
CE System 80|number_of_coolant_loops|CONFIRMED||HIGH|Wikipedia/Grokipedia System 80: two-loop primary system with vertical U-tube steam generators|specs_02.psv
CE System 80|operating_pressure_bar|UNVERIFIABLE||LOW|Not found in retrieved snippets this session|specs_02.psv
CE System 80|enrichment_pct|UNVERIFIABLE||LOW|Wikipedia/Grokipedia System 80 gives a broad 2-5% UO2 enrichment range for the fuel design generally, not specific enough to confirm DB's 3.5-5.0 range|specs_02.psv
